X;Y;raw mag data (nT);local field data (nT);corrected mag data (nT)
-6,5;20;45504,17;45498,63;
-6,5;20,5;45501,74;45499,34;
-6,5;21;45507,29;45500;
-6,5;21,5;45506,12;45499,19;
-6,5;22;45498,96;45501;
-6,5;22,5;45505,9;45498,84;
-6,5;23;45508,34;45498,63;
-6,5;23,5;45507,27;45500,3;
-6,5;24;45509,52;45500,4;
-6,5;24,5;45507,41;45500,15;
-6,5;25;45492,37;45499,33;
-6,5;25,5;45508,06;45499,55;
-6,5;26;45495,19;45500,36;
-6,5;26,5;45500,99;45501;
-6,5;27;45492,55;45499,01;
-6,5;27,5;45499,41;45499,99;
-6,5;28;45504,99;45499,55;
-7;0;45492,96;45500,29;
-7;0,5;45491,54;45498,51;
-7;1;45497,63;45498,8;
-7;1,5;45504,44;45499,2;
-7;2;45503,38;45498,53;
-7;2,5;45508,59;45500,61;
-7;3;45497,92;45499,77;
-7;3,5;45500,37;45500,36;
-7;4;45494,98;45499,89;
-7;4,5;45506,77;45500,07;
-7;5;45496,24;45500,76;
-7;5,5;45504,11;45499,72;
-7;6;45493,73;45501,4;
-7;6,5;45492,73;45500,33;
-7;7;45504,28;45498,67;
-7;7,5;45509,05;45499,71;
-7;8;45492,56;45500,88;
-7;8,5;45490,74;45499,76;
-7;9;45498,75;45501,03;
-7;9,5;45495,25;45499,82;
-7;10;45494,26;45500,11;
-7;10,5;45495,84;45498,65;
-7;11;45510,46;45501,29;
-7;11,5;45506,26;45499,08;
-7;12;45516,9;45500,95;
-7;12,5;45525,54;45499,75;
-7;13;45533,43;45498,94;
-7;13,5;45556,42;45500,14;
-7;14;45545,2;45500,17;
-7;14,5;45545,1;45500,26;
-7;15;45538,65;45500,76;
-7;15,5;45537,87;45499,61;
-7;16;45533,46;45501,48;
-7;16,5;45511,39;45501,22;
-7;17;45515,47;45501,38;
-7;17,5;45507,1;45499,16;
-7;18;45509,46;45501,15;
-7;18,5;45501,27;45498,94;
-7;19;45505,2;45498,82;
-7;19,5;45504,27;45499,25;
-7;20;45508,14;45501,18;
-7;20,5;45494,18;45500,64;
-7;21;45499,62;45499,03;
-7;21,5;45501,31;45501,41;
-7;22;45509,3;45500,13;
-7;22,5;45491,76;45499,57;
-7;23;45507,98;45498,85;
-7;23,5;45501,02;45500,13;
-7;24;45503,76;45499,38;
-7;24,5;45500,84;45500,93;
-7;25;45499,15;45499,52;
-7;25,5;45499,25;45500,42;
-7;26;45490,95;45499,88;
-7;26,5;45509,82;45500,88;
-7;27;45497,7;45499,3;
-7;27,5;45491,81;45499,65;
-7;28;45503,61;45498,85;
-7,5;0;45509,78;45500,83;
-7,5;0,5;45495,88;45498,59;
-7,5;1;45509,05;45500,31;
-7,5;1,5;45493,55;45499,46;
-7,5;2;45494,89;45499,94;
-7,5;2,5;45502,53;45499,31;
-7,5;3;45503,6;45501,3;
-7,5;3,5;45505,7;45501,08;
-7,5;4;45490,21;45498,96;
-7,5;4,5;45490,04;45499,08;
-7,5;5;45499,36;45498,87;
-7,5;5,5;45507,24;45501,29;
-7,5;6;45505,44;45500,62;
-7,5;6,5;45505,73;45500,82;
-7,5;7;45501,32;45499,92;
-7,5;7,5;45501,15;45499,89;
-7,5;8;45504,07;45500,72;
-7,5;8,5;45507,45;45500,05;
-7,5;9;45494,5;45499,59;
-7,5;9,5;45494,94;45501,15;
-7,5;10;45490,28;45499,02;
-7,5;10,5;45512,57;45500,82;
-7,5;11;45512,35;45500,57;
-7,5;11,5;45504,31;45501,15;
-7,5;12;45512,9;45501,08;
-7,5;12,5;45526,34;45500,85;
-7,5;13;45527,84;45499,22;
-7,5;13,5;45527,03;45500,21;
-7,5;14;45527,54;45501,06;
-7,5;14,5;45525,18;45500,85;
-7,5;15;45513,37;45499,86;
-7,5;15,5;45510,59;45500,13;
-7,5;16;45515,35;45499,34;
-7,5;16,5;45501,04;45498,68;
-7,5;17;45511,73;45500,06;
-7,5;17,5;45494,89;45498,8;
-7,5;18;45502,17;45499,47;
-7,5;18,5;45493,44;45499,06;
-7,5;19;45492,53;45500,23;
-7,5;19,5;45504,98;45498,52;
-7,5;20;45506,26;45499,2;
-7,5;20,5;45508,44;45500,54;
-7,5;21;45492,27;45501,37;
-7,5;21,5;45501,45;45500,61;
-7,5;22;45491,62;45501,49;
-7,5;22,5;45491,64;45499,43;
-7,5;23;45509,77;45500,03;
-7,5;23,5;45508,26;45501,3;
-7,5;24;45508,22;45499,66;
-7,5;24,5;45499,78;45500,41;
-7,5;25;45506,75;45498,61;
-7,5;25,5;45502,53;45499,6;
-7,5;26;45501,4;45499,11;
-7,5;26,5;45491,39;45498,99;
-7,5;27;45508,86;45501,38;
-7,5;27,5;45506,28;45500,14;
-7,5;28;45498,34;45498,64;
-8;0;45497,36;45501,23;
-8;0,5;45494,85;45498,93;
-8;1;45493,58;45500,83;
-8;1,5;45491,5;45500,87;
-8;2;45495,76;45501,37;
-8;2,5;45507,4;45499,02;
-8;3;45503,72;45499,38;
-8;3,5;45507,26;45499;
-8;4;45505,92;45499,12;
-8;4,5;45493,33;45499,93;
-8;5;45496,36;45499,06;
-8;5,5;45493,78;45499,39;
-8;6;45501,65;45501,44;
-8;6,5;45503,4;45500,22;
-8;7;45496,23;45500,72;
-8;7,5;45495,23;45499,75;
-8;8;45497,05;45500,1;
-8;8,5;45509,86;45500,95;
-8;9;45507,12;45499,17;
-8;9,5;45503,68;45499,6;
-8;10;45496,27;45500,36;
-8;10,5;45490,26;45498,56;
-8;11;45509,42;45499,64;
-8;11,5;45499,01;45499,55;
-8;12;45502,83;45500,97;
-8;12,5;45513,47;45501;
-8;13;45516,76;45501,45;
-8;13,5;45510,24;45499,66;
-8;14;45507,16;45499,52;
-8;14,5;45518,03;45499,1;
-8;15;45500,64;45500,41;
-8;15,5;45507,63;45500,78;
-8;16;45501;45498,52;
-8;16,5;45514,06;45500,82;
-8;17;45497,16;45498,63;
-8;17,5;45493,97;45501,21;
-8;18;45495,79;45499,4;
-8;18,5;45493,97;45501,38;
-8;19;45503,05;45501,3;
-8;19,5;45504,24;45499,06;
-8;20;45490,73;45500,17;
-8;20,5;45491,82;45498,5;
-8;21;45493,52;45499,89;
-8;21,5;45503,37;45499,5;
-8;22;45499,07;45499,17;
-8;22,5;45503,43;45498,73;
-8;23;45497,76;45500,22;
-8;23,5;45491,22;45500,85;
-8;24;45491,12;45499,9;
-8;24,5;45490,5;45499,09;
-8;25;45499,65;45499,59;
-8;25,5;45506,07;45500,13;
-8;26;45507,94;45499,4;
-8;26,5;45494,89;45499,48;
-8;27;45505,7;45499,92;
-8;27,5;45500,64;45499,79;
-8;28;45503,68;45499,54;
